ref,from,to,via,intermediates,opening-hours,exceptions,duration,intermediate-durations,frequency
1,Monkey Forest Terminal Stop,Monkey Forest Lobby,,Ubud Terrace;Pertiwi Resort;Football Field;Tropical Restaurant;Ubud Palace;BPD Bank;Dewi Sita Junction;Bumimuka Junction;Namaste Junction,Mo-Su 07:00-13:30;Mo-Su 14:15-21:30,,13,2;3;4;5;6;7;8;9;10,15
